age,gender,parent_education,family_income,degree_of_hearing_loss,age_of_onset,assistive_device,sign_language_proficiency,lip_reading_skill,attendance_rate,study_hours,previous_gpa,math_score,science_score,language_score,teacher_support,peer_support,learning_resources,motivation_level,stress_level,performance_class
17,0,2,3,1,8,1,1,3,76,5,6.79,91,92,64,5,1,4,3,4,B
15,1,1,3,1,1,1,2,5,93,4,5.1,79,90,93,4,1,3,3,4,B
20,1,1,1,2,2,0,4,3,79,4,5.48,98,77,61,3,1,5,3,1,A
16,0,3,2,1,0,0,5,1,75,3,6.45,82,60,66,1,2,3,4,4,C
20,0,3,4,1,3,0,4,5,69,3,8.3,67,47,80,3,2,5,5,5,B
21,0,0,1,2,4,0,5,1,93,2,5.49,98,96,86,5,1,3,5,4,B
15,1,3,2,1,0,1,5,1,69,3,7.8,41,64,77,4,2,1,5,5,B
17,1,1,1,1,7,0,3,1,89,2,5.6,48,67,87,1,1,4,5,2,C
18,1,2,4,3,1,1,1,5,89,5,6.06,45,67,78,5,4,5,4,5,C
15,0,2,3,2,0,1,2,5,84,3,5.86,94,93,54,2,2,1,5,2,A
20,0,0,4,1,1,1,2,4,66,3,5.34,97,70,94,2,3,2,1,1,B
15,1,3,2,1,4,0,3,2,79,3,8.36,40,91,41,2,2,1,3,2,B
15,0,0,4,1,8,0,3,3,76,2,7.32,42,75,99,1,1,1,4,2,A
15,0,1,2,1,8,0,2,3,62,2,9.16,49,64,47,3,3,1,4,4,C
17,0,3,1,3,1,1,2,1,99,1,5.49,76,91,83,1,5,5,5,3,A
19,0,0,2,3,1,0,1,5,95,2,5.72,83,95,82,1,3,2,3,2,B
19,1,2,3,3,2,0,5,5,85,2,6.53,62,80,45,1,3,4,1,5,B
15,0,2,3,3,6,1,1,1,69,4,8.83,72,76,59,2,2,1,3,1,B
17,1,0,3,2,2,0,2,2,93,3,6.53,48,77,66,3,3,5,2,5,B
17,1,0,1,1,0,1,5,3,73,2,7.04,92,90,84,1,3,5,3,1,C
21,0,0,2,3,5,0,2,4,67,3,6.51,52,51,62,3,1,4,1,5,B
15,1,1,1,1,2,0,1,2,86,3,5.4,67,76,87,4,2,3,1,2,A
20,1,1,4,2,0,0,1,5,69,4,9.7,90,76,79,1,1,2,1,3,B
20,0,2,4,1,3,0,1,1,74,3,7.74,46,70,56,1,2,2,4,2,A
16,1,1,4,1,0,0,5,3,96,2,8.94,65,57,97,1,5,1,4,4,A
15,1,1,4,3,0,1,4,1,81,3,8.29,55,65,52,4,3,3,2,5,A
16,1,3,3,3,1,0,4,5,90,1,7.57,79,45,43,4,2,2,3,3,A
20,1,1,2,2,9,0,2,1,61,1,5.45,97,48,59,2,3,1,5,5,B
20,1,3,3,1,7,0,5,3,90,4,8.21,65,50,81,5,3,3,2,4,B
15,1,1,2,3,1,0,3,1,73,2,5.78,90,70,64,3,4,5,5,4,A
16,1,2,2,3,1,0,4,3,69,4,7.07,78,94,61,5,1,1,5,4,C
16,1,0,1,3,9,0,5,1,89,1,8.15,94,85,91,1,2,3,2,2,A
15,0,2,4,2,9,0,5,1,95,2,8.91,71,95,87,1,5,4,3,2,C
21,0,1,2,1,7,1,4,3,99,3,8.43,75,41,56,2,4,2,5,3,B
16,0,0,4,3,5,1,5,1,74,2,8.36,81,98,79,5,1,1,4,4,A
21,1,0,4,1,3,0,5,2,73,5,5.75,96,68,50,1,5,5,4,2,C
18,1,0,4,2,2,1,4,4,90,2,6.73,40,85,64,5,5,1,2,1,B
20,1,3,3,1,0,0,1,2,88,3,5.21,88,96,44,2,3,2,5,1,B
19,0,2,4,3,2,1,2,4,86,5,8.6,60,90,60,5,1,2,2,2,A
21,0,3,2,1,8,0,3,2,80,4,9.76,52,81,65,3,4,3,4,3,C
21,0,0,3,1,4,0,2,4,68,2,6.32,90,44,55,2,2,5,2,5,B
21,1,2,4,2,5,1,1,1,79,4,5.44,65,62,95,5,2,3,5,4,A
17,0,2,1,2,4,0,1,3,94,2,7.38,84,75,79,1,4,5,5,2,A
16,0,1,4,1,0,1,5,3,74,1,9.28,48,46,60,4,3,1,4,3,C
16,1,3,4,1,9,0,2,5,83,1,7.76,76,95,87,4,3,1,1,5,A
17,0,3,3,1,0,0,1,4,75,3,5.23,62,52,71,2,5,3,1,3,A
16,1,1,2,2,3,0,2,5,95,1,9.87,40,81,43,4,1,4,3,5,B
17,0,3,4,2,2,0,1,5,70,5,9.14,41,49,77,3,5,2,4,1,C
21,1,0,3,1,7,1,3,4,67,5,5.66,82,75,97,2,2,3,3,5,A
15,1,0,3,2,6,0,1,3,62,2,9.61,67,55,92,1,4,3,4,1,A
18,1,3,2,3,6,1,2,4,78,4,7.25,75,54,47,1,1,1,5,4,C
21,1,1,3,2,7,1,5,1,62,5,6.86,70,92,48,2,4,2,4,2,A
18,1,2,2,2,9,0,2,5,95,2,7.31,80,82,84,4,1,3,2,1,B
20,0,3,1,2,6,0,4,5,84,4,9.17,44,58,56,4,2,1,3,3,C
21,1,2,4,3,9,1,2,4,95,1,8.3,76,60,80,1,2,1,4,5,C
19,1,1,3,3,1,1,3,5,70,2,5.3,64,95,52,3,1,3,3,3,A
16,1,2,1,3,3,0,3,3,75,4,9.79,47,74,48,4,3,3,4,1,B
19,1,1,3,1,5,1,3,5,76,3,5.74,73,54,45,3,1,1,1,3,A
15,0,1,3,1,2,1,1,4,83,3,8.73,78,87,66,4,2,3,3,5,C
18,1,0,1,3,2,1,3,3,76,5,8.18,88,53,81,2,4,2,5,2,C
21,0,0,3,1,5,0,2,3,79,4,5.94,71,68,76,5,5,1,5,3,A
15,1,1,3,1,0,1,5,5,81,3,5.85,97,44,78,1,4,1,4,4,B
15,1,3,1,1,0,1,3,4,65,5,9.35,98,97,82,2,2,3,5,5,C
16,0,0,3,3,4,1,2,5,66,2,7.1,50,88,63,4,4,3,5,5,A
15,0,1,2,2,0,1,1,1,73,2,8.27,86,57,48,1,3,3,3,4,A
21,0,2,3,3,9,0,1,1,70,4,7.52,64,90,96,5,3,2,4,1,A
21,1,2,4,3,7,0,5,3,71,4,8.64,42,40,81,5,1,1,3,4,B
18,0,3,3,1,1,1,5,5,64,4,7.4,84,66,50,4,4,4,4,1,C
21,1,2,4,1,5,1,2,1,64,4,6.44,89,99,74,1,4,2,5,2,C
19,0,2,4,2,9,1,5,2,79,3,6.82,91,66,68,4,2,2,4,1,A
18,0,1,3,2,9,0,5,1,74,3,9.3,71,64,47,5,1,1,4,2,A
16,1,2,1,2,4,0,1,5,85,5,7.34,91,80,56,2,1,4,2,2,B
18,0,2,2,2,9,1,2,5,92,3,6.07,74,60,46,2,4,1,4,4,C
17,0,2,2,3,3,1,5,1,89,2,9.67,71,53,51,3,5,2,2,2,B
19,1,2,3,2,0,0,2,5,83,5,8.98,73,91,87,5,4,3,3,1,B
17,1,1,1,3,2,1,3,5,82,3,5.28,76,92,54,5,4,1,2,3,B
17,1,2,1,1,3,1,1,2,68,4,9.99,91,59,92,4,4,1,3,5,A
20,0,3,2,2,1,0,1,3,62,3,8.47,44,67,68,3,3,3,4,5,B
21,0,0,1,1,1,0,1,5,95,1,5.8,84,60,84,3,1,4,3,1,C
16,0,3,3,1,1,0,4,4,66,5,6.19,67,62,89,1,3,4,5,3,A
15,0,0,3,3,0,0,2,3,81,3,8.46,67,50,89,4,5,1,4,2,B
17,0,3,1,2,9,0,3,3,73,3,8.9,47,95,63,2,2,3,2,1,A
18,1,0,3,3,1,1,5,4,88,2,6.2,66,41,76,1,5,1,1,2,B
15,0,0,4,1,5,0,3,1,75,4,6.28,55,59,53,3,1,3,4,4,B
18,1,0,2,2,2,0,2,2,93,4,6.54,57,63,99,2,2,2,5,3,B
18,0,0,3,1,9,0,1,5,69,2,7.99,64,94,50,5,5,3,3,5,C
15,1,1,1,1,4,0,4,1,66,2,5.86,97,64,74,4,1,1,2,1,B
15,0,3,2,2,0,0,2,4,84,1,5.52,87,76,56,3,5,5,2,5,B
21,0,0,3,2,7,0,2,2,86,5,8.39,40,61,98,5,2,4,5,2,A
18,1,3,2,2,3,1,5,2,74,4,8.9,47,98,94,3,2,1,5,2,C
16,0,2,1,3,8,0,3,2,91,2,7.5,99,63,66,2,5,3,4,4,A
21,1,0,4,3,3,1,3,4,87,2,6.82,60,54,83,1,3,3,1,2,C
19,0,3,4,1,1,1,5,1,68,5,7.16,73,51,42,2,5,4,1,2,A
20,0,1,3,2,2,0,4,5,66,2,6.94,63,85,94,4,5,1,3,5,A
19,1,3,4,1,4,0,1,2,75,1,9.8,76,70,99,4,5,5,2,5,A
16,0,0,3,1,9,1,1,2,85,5,8.84,65,82,41,3,3,2,4,1,C
21,1,2,2,1,5,1,4,1,94,1,6.04,86,70,43,2,4,5,2,1,B
20,0,3,3,1,6,1,5,2,76,3,6.92,53,92,57,1,2,2,4,2,A
21,0,2,3,1,3,0,2,2,82,4,7.72,97,69,59,4,1,2,5,3,A
15,0,1,3,2,6,1,3,4,67,2,8.06,68,80,60,1,2,1,3,1,B
20,0,3,4,3,9,0,2,3,61,5,7.34,69,59,53,5,2,2,5,2,A
18,0,3,3,2,2,0,3,1,90,1,9.05,42,47,47,3,4,3,2,5,B
19,0,1,1,2,6,1,2,1,91,4,8.84,46,83,41,1,2,2,3,4,A
20,0,1,3,2,3,0,5,1,88,4,7.53,75,69,65,3,2,2,4,5,B
18,1,1,2,3,7,0,5,4,62,2,9.27,50,74,58,5,3,4,4,5,A
21,0,0,1,3,8,1,4,4,67,4,8.76,71,60,81,1,3,4,3,4,B
16,0,0,2,3,6,1,2,5,61,2,8.89,98,86,67,1,3,1,5,5,B
20,0,3,2,2,7,0,2,4,90,3,9.78,97,79,68,5,3,1,3,1,A
18,1,3,2,3,7,1,4,1,96,2,6.33,51,97,44,2,3,3,5,5,B
21,1,3,1,1,1,0,4,5,79,1,6.34,54,67,82,1,1,4,3,4,B
21,0,2,1,3,8,1,5,3,88,4,9.44,77,78,67,1,4,5,5,2,A
21,0,1,4,2,5,1,5,2,76,4,8.86,97,56,99,4,5,1,1,2,B
16,0,3,1,2,3,1,2,2,69,4,9.63,63,51,80,2,3,1,3,2,B
15,1,1,3,1,4,1,5,5,81,2,5.32,40,91,87,1,4,4,5,4,B
16,0,0,2,3,9,0,5,3,65,5,8.14,57,89,65,5,5,4,2,4,A
16,1,1,4,3,4,1,2,2,93,2,5.72,85,57,98,3,2,3,2,1,A
19,0,2,1,1,6,0,4,5,90,1,7.52,95,86,44,5,2,4,3,4,A
21,1,2,2,2,8,0,2,4,71,2,5.78,46,94,54,2,4,2,3,2,B
18,1,1,1,2,6,1,1,1,71,4,5.64,81,67,85,4,1,5,4,4,B
20,0,2,4,3,8,1,2,3,75,3,5.06,80,99,48,4,1,2,5,3,B
19,0,2,1,3,3,1,1,2,84,1,8.15,41,42,71,4,4,2,3,5,C
21,0,0,1,3,9,1,2,1,81,3,6.8,79,90,91,5,1,2,2,1,A
17,0,3,2,3,9,1,1,5,86,1,5.53,93,54,65,3,1,1,2,2,C
16,0,2,3,3,3,0,1,2,83,1,6.61,70,55,76,3,2,2,2,2,A
17,0,3,1,2,5,1,2,1,71,4,5.84,72,61,54,1,1,1,5,3,C
21,0,1,4,2,7,0,5,4,77,2,9.71,91,93,80,3,1,4,1,1,B
19,1,1,1,2,8,0,3,3,75,4,6.6,69,88,43,3,4,5,3,5,C
18,0,2,1,2,0,0,5,5,63,4,6.67,70,70,92,1,1,5,1,1,A
19,0,1,3,1,0,0,1,2,71,4,9.2,73,70,92,5,3,2,5,1,B
18,1,0,2,2,7,1,2,4,92,3,8.24,46,40,75,5,3,5,3,2,B
18,0,2,4,1,6,1,2,3,81,1,8.55,64,50,59,2,4,1,4,4,C
21,0,2,2,2,8,0,2,3,77,5,8.18,55,45,66,5,3,4,3,5,C
15,0,2,2,3,2,0,2,4,92,2,9.73,61,62,60,4,2,2,3,1,A
21,0,1,2,3,9,1,3,2,86,4,6.04,75,48,99,4,4,3,3,3,B
16,1,1,1,3,4,0,4,3,78,1,9.95,92,91,61,2,1,5,3,2,B
19,1,2,3,1,2,1,1,5,73,2,9.15,66,55,46,3,3,5,3,4,A
18,0,3,1,2,4,0,3,1,84,5,7.94,56,97,86,2,2,2,5,4,A
21,0,1,4,2,9,1,5,5,93,5,8.31,43,77,93,1,4,5,3,2,C
21,1,1,3,1,0,0,4,3,83,4,8.24,97,83,70,2,4,5,5,1,B
19,0,2,2,1,3,0,4,1,97,5,5.29,74,58,56,2,1,3,3,2,A
19,1,3,3,1,5,0,2,4,82,5,6.09,80,84,89,4,5,1,3,4,A
18,1,2,4,1,1,1,3,1,64,2,9.81,61,52,46,1,3,2,5,4,A
20,1,1,1,1,6,1,5,1,95,2,7.67,86,98,58,1,2,2,3,3,B
17,0,2,1,3,7,1,2,1,83,4,6.89,91,71,67,2,4,3,2,3,B
16,0,2,2,2,0,0,2,3,95,1,8.81,74,75,49,1,3,3,3,4,B
16,0,2,1,1,3,0,1,2,64,4,7.62,83,48,66,1,2,1,4,3,A
20,1,3,1,3,3,0,4,3,98,3,5.07,54,85,52,5,2,4,5,3,B
15,0,2,4,1,4,0,5,2,65,5,8.68,91,85,41,1,4,2,3,3,A
20,0,1,3,3,3,0,4,4,95,1,8.66,79,88,61,3,3,5,3,4,C
15,1,2,1,1,8,0,3,4,63,2,5.83,83,76,98,1,2,1,5,1,A
15,0,3,4,2,6,1,1,4,69,3,9.78,60,70,59,4,4,2,1,1,C
20,0,0,4,1,1,1,2,4,60,3,6.12,52,70,99,5,3,1,2,5,B
16,0,3,2,1,0,1,1,4,80,5,7.29,86,98,82,4,3,4,2,3,B
17,1,2,4,2,8,0,2,5,99,2,5.57,50,94,44,4,4,2,3,1,A
16,0,0,2,2,0,1,1,3,98,1,8.02,88,58,45,3,3,5,5,5,B
21,1,2,1,1,5,0,2,2,96,2,6.88,92,41,74,5,5,2,4,2,C
16,1,3,2,2,1,0,4,4,62,5,6.77,95,84,40,2,2,1,3,3,A
16,1,0,4,2,3,1,4,5,90,3,9.13,66,71,74,1,2,4,2,1,A
20,0,0,3,3,5,0,4,5,86,5,5.05,70,82,42,3,3,1,3,1,B
20,0,2,3,2,4,0,4,5,76,4,8.99,83,73,93,3,4,1,5,1,A
21,0,2,1,2,5,0,1,3,82,3,7.86,71,40,75,2,1,3,4,5,B
21,1,3,1,1,2,0,2,4,72,5,9.93,91,60,46,3,3,1,1,2,A
20,1,2,3,1,4,0,4,5,86,1,7.95,69,42,68,2,1,4,4,3,B
16,0,0,2,3,1,1,1,5,79,1,5.28,57,66,54,2,3,5,3,1,B
17,1,1,1,1,6,1,2,4,72,1,5.25,55,83,50,2,1,3,2,4,A
15,0,1,4,2,2,0,1,3,83,4,9.42,74,46,57,3,3,1,5,3,B
19,0,3,1,2,0,0,4,5,62,2,9.21,98,72,83,2,4,2,3,4,B
15,0,2,2,2,7,1,3,2,69,1,6.73,48,48,43,3,1,3,1,5,A
21,0,3,1,1,7,1,1,1,60,4,8.09,78,69,63,5,5,4,5,1,B
21,0,1,4,2,2,1,4,1,72,1,7.45,90,57,50,2,4,2,5,3,B
15,0,1,4,2,6,0,5,1,73,4,9.84,76,95,45,3,3,4,5,3,A
19,0,2,4,3,8,1,2,3,92,1,9.75,90,65,97,3,1,2,3,1,C
16,1,0,2,3,7,1,4,5,61,2,9.92,49,59,90,3,2,5,1,2,B
17,0,2,2,3,2,0,5,1,61,5,9.33,91,77,97,1,4,4,3,5,A
17,1,1,4,1,1,0,1,1,98,1,9.55,51,80,99,1,1,2,5,1,C
15,1,0,4,2,9,1,1,4,90,5,6.09,47,94,57,2,4,4,5,3,B
19,0,3,2,2,6,0,5,5,63,1,9.16,42,70,54,5,1,3,2,2,B
21,1,1,2,2,6,1,5,5,93,2,8.54,58,47,42,2,2,4,4,3,A
18,1,3,2,3,8,1,2,4,78,5,9.81,98,62,56,4,5,4,3,4,C
16,1,0,3,2,4,0,1,5,96,4,7.86,50,89,72,4,2,2,1,3,C
15,0,3,2,2,3,0,5,2,68,1,5.43,47,64,73,5,3,4,5,5,B
17,0,1,4,2,7,1,3,3,83,1,7.99,65,86,69,5,4,5,3,1,A
21,0,2,3,2,3,0,3,4,72,4,8.43,84,40,58,5,5,1,4,3,A
20,0,3,2,2,3,0,5,1,89,2,6.1,97,85,48,1,4,3,3,4,B
20,0,1,4,1,1,0,2,5,78,3,6.97,62,57,79,1,1,2,4,4,A
19,1,1,1,2,0,0,1,2,69,1,7.99,94,58,83,4,3,4,3,1,B
19,1,0,3,1,3,0,3,2,73,4,6.87,49,90,70,5,3,4,2,4,B
15,0,1,4,2,6,0,5,3,99,3,6.87,57,81,98,3,4,4,3,1,C
18,1,2,1,1,8,0,5,2,79,1,5.67,51,91,66,4,3,3,2,5,B
17,1,2,4,2,8,1,4,5,63,5,9.7,78,92,86,5,4,1,4,1,A
15,1,3,2,2,9,0,5,5,97,4,8.75,65,45,64,3,1,5,5,2,C
18,1,3,2,2,0,1,2,2,98,5,5.01,50,56,94,5,1,5,5,4,C
21,0,3,1,2,4,0,3,5,64,2,8.83,49,85,46,2,4,2,3,4,B
19,0,3,2,3,6,1,4,5,91,3,8.7,42,84,92,3,2,1,1,3,A
20,0,2,4,2,6,0,3,1,65,4,5.05,46,47,87,2,2,1,3,2,B
16,1,0,1,1,9,1,3,4,73,1,6.85,43,93,46,1,1,3,2,3,C
21,1,3,4,3,5,0,2,5,65,1,8.03,79,81,59,4,5,4,2,1,A
20,0,0,4,3,9,1,5,5,73,3,7.26,47,48,92,5,2,1,4,5,B
17,0,1,4,2,3,0,2,3,71,5,8.89,77,76,83,4,4,4,3,4,B
17,1,1,2,1,2,0,5,4,86,5,7.13,52,94,88,5,1,3,4,5,B
20,0,3,2,1,8,1,4,4,85,4,5.77,51,66,82,2,3,2,1,1,C
21,0,1,4,3,9,1,2,4,71,4,9.88,74,75,75,3,3,2,5,1,B
20,1,0,3,1,3,0,2,2,67,5,6.21,77,45,58,3,2,4,5,2,B
18,1,0,4,2,7,1,1,1,69,4,8.59,93,45,41,5,5,4,3,3,B
15,0,1,4,2,0,1,2,1,75,5,5.72,90,84,73,2,2,1,4,4,A
19,1,3,1,2,6,0,1,3,85,3,6.65,82,43,95,5,5,3,4,4,B
18,0,0,4,2,5,1,5,4,67,4,7.21,75,61,56,5,2,2,1,5,C
16,1,0,2,2,0,0,5,4,88,5,5.96,86,79,63,5,3,1,4,2,C
20,1,2,1,3,3,1,5,5,79,4,7.25,41,66,48,3,5,5,2,1,B
16,0,3,3,2,4,0,1,2,76,1,5.79,54,76,93,5,3,1,2,2,A
16,1,2,1,2,7,1,5,2,78,1,7.8,88,41,40,3,4,4,2,4,C
18,0,1,3,3,3,0,3,3,76,2,8.32,73,48,81,1,4,5,3,3,B
19,1,1,1,3,2,0,2,1,98,5,5.31,78,50,67,2,1,1,2,5,C
21,0,2,1,3,1,1,1,4,60,2,9.36,65,59,94,1,3,3,2,1,A
17,1,3,3,1,3,1,5,3,88,5,5.93,87,91,54,5,3,2,5,1,B
15,1,0,2,1,9,0,3,2,73,4,6.13,44,82,60,3,1,5,3,1,A
17,0,1,2,2,3,0,2,2,76,5,8.31,87,78,54,2,4,3,2,3,C
19,1,3,2,2,9,1,2,2,72,1,7.34,64,97,96,4,4,1,1,4,C
17,0,3,1,2,4,1,5,4,88,4,7.5,90,53,62,2,5,4,2,4,B
20,1,1,4,1,6,1,3,4,93,1,5.64,73,65,92,2,5,4,3,2,A
20,1,1,1,2,8,1,1,4,86,4,9.03,86,77,41,5,4,3,4,2,A
18,0,3,4,2,1,1,5,5,92,5,8.09,43,69,85,1,2,4,5,4,B
16,1,0,4,1,4,1,2,1,88,5,5.68,73,75,75,1,3,2,5,1,B
19,1,2,2,3,9,0,2,2,96,1,6.87,66,77,89,4,5,3,3,3,B
19,0,1,4,1,8,1,2,2,98,3,9.05,94,74,48,5,2,3,2,4,B
17,1,2,1,2,2,1,5,5,78,5,7.84,81,94,41,2,5,4,1,3,B
18,0,3,1,1,0,1,4,2,83,3,5.54,93,45,41,1,1,3,2,5,A
17,0,2,2,3,1,1,4,2,73,4,6.86,95,42,57,1,3,1,2,1,B
17,0,0,3,3,5,0,4,4,96,3,6.21,68,40,56,3,5,5,1,5,B
19,1,3,1,3,4,0,3,4,64,1,7.59,44,99,80,2,4,5,5,4,C
17,1,0,4,3,0,0,5,1,83,2,9.22,57,97,47,5,1,4,2,2,B
16,0,3,1,3,0,0,2,2,93,2,7.18,43,92,73,1,1,2,4,4,B
17,1,0,1,3,3,1,3,3,90,1,7.17,40,97,73,5,4,2,4,5,A
16,0,3,1,2,3,0,4,2,89,2,9.53,89,57,44,2,1,4,3,3,C
19,1,0,3,2,5,1,1,2,68,1,7.88,59,62,83,2,3,4,3,4,A
18,0,3,4,1,5,1,3,1,86,5,7.83,45,71,68,1,5,3,1,2,B
20,0,0,2,2,9,0,3,3,87,3,6.31,59,68,67,4,1,2,1,5,C
16,1,3,1,3,5,0,5,2,85,2,8.04,59,62,55,5,3,5,3,4,B
18,0,0,4,2,0,1,3,3,77,5,7.88,85,75,53,5,4,4,2,5,B
18,0,1,4,1,9,0,5,4,95,2,6.98,66,45,91,3,5,5,5,5,A
16,1,2,2,3,8,0,1,4,67,4,9.95,65,56,41,2,4,5,4,1,C
19,0,3,1,2,6,1,2,3,77,1,9.41,71,57,95,2,5,2,1,3,A
15,0,0,3,2,6,1,2,2,79,1,8.75,49,70,79,1,1,5,3,1,A
18,1,1,4,1,6,1,4,3,91,5,7.69,57,45,43,1,1,3,4,5,A
18,0,3,2,3,1,1,4,3,88,4,7.31,80,73,91,1,5,3,1,2,A
19,0,3,3,1,1,1,1,4,77,3,5.92,51,83,80,3,3,2,1,2,C
19,0,3,4,3,5,0,2,3,66,4,6.53,49,83,91,4,3,3,2,1,B
17,0,2,1,3,6,1,4,5,60,4,8.87,63,66,70,1,3,4,1,2,B
19,0,0,4,2,2,1,3,5,87,3,7.27,63,75,65,1,2,2,5,5,C
18,0,0,3,1,3,1,5,4,92,3,9.41,92,87,66,1,3,5,1,4,A
16,0,3,3,1,2,0,4,2,63,4,5.74,90,91,96,3,1,4,5,5,A
15,0,3,1,1,6,1,1,2,79,2,7.54,77,81,90,5,2,2,2,4,B
21,1,3,1,3,6,1,2,4,95,2,8.23,85,64,73,4,3,5,5,2,B
17,0,1,2,1,3,0,1,2,90,4,7.58,64,49,70,5,1,5,4,3,B
21,0,3,1,3,6,1,5,1,97,2,9.45,47,78,87,2,2,5,1,3,A
16,1,2,2,1,4,1,5,5,87,3,9.95,94,85,50,2,1,5,3,5,B
15,0,0,3,1,0,1,1,1,62,3,5.58,53,78,47,1,5,5,3,5,A
15,0,2,3,2,9,0,4,1,65,2,5.65,82,51,51,5,1,2,5,2,A
15,0,3,4,1,3,0,4,1,82,3,5.65,70,50,74,3,2,3,2,3,A
20,0,1,4,2,6,1,2,4,66,1,8.41,63,88,84,4,3,5,5,3,B
16,0,3,2,2,1,1,2,1,95,3,6.86,55,82,73,5,2,4,5,5,B
17,0,3,1,3,1,1,3,3,60,4,8.67,59,92,52,5,3,2,5,3,B
17,1,3,1,1,0,0,3,2,65,5,7.03,77,42,66,4,3,1,4,5,C
15,1,3,4,1,1,0,2,4,83,2,8.14,86,90,47,5,4,3,4,1,C
16,1,3,3,1,9,0,3,3,96,2,8.85,54,61,86,5,5,4,5,3,B
20,1,0,2,2,7,0,1,3,95,3,7.74,53,43,95,4,4,5,2,4,C
15,1,2,3,1,7,0,4,5,83,3,7.7,92,47,60,3,2,2,1,2,C
19,0,1,3,3,7,0,3,5,97,5,5.44,51,53,80,4,4,2,3,5,B
21,0,3,1,3,0,1,3,3,88,5,7.05,73,59,50,1,3,5,4,3,B
17,0,1,2,1,0,0,1,5,96,4,7.73,47,63,61,1,2,4,1,3,C
21,0,0,3,2,9,1,5,2,91,1,7.31,58,53,60,1,4,2,4,5,B
18,0,2,4,3,3,0,2,2,84,4,9.5,85,67,67,1,1,3,4,4,A
15,1,3,4,3,5,1,1,5,69,2,9.53,44,55,42,2,5,4,4,3,B
19,1,0,1,2,7,0,5,1,94,3,9.11,95,71,46,3,1,5,5,1,A
17,0,0,4,3,1,1,1,3,84,4,6.88,66,86,53,2,2,4,5,2,B
21,0,2,4,2,2,1,4,2,86,3,8.59,80,51,54,5,4,4,4,5,A
20,0,3,3,3,5,1,1,5,91,3,6.98,52,55,48,5,3,1,4,3,A
16,1,2,4,2,9,0,1,5,71,4,6.16,71,91,91,4,4,5,3,2,A
17,1,2,4,3,3,0,4,2,63,4,6.71,70,58,82,1,2,3,1,5,C
21,0,1,3,1,1,0,2,2,85,5,5.35,80,44,46,4,2,5,1,5,A
16,1,1,1,3,6,1,5,1,62,1,6.66,85,51,51,5,2,1,2,5,A
21,0,2,1,3,3,1,3,5,76,5,7.3,76,68,58,1,2,5,2,4,A
16,1,1,2,1,7,1,2,5,68,1,9.78,41,44,66,3,4,5,2,1,B
20,1,0,4,1,7,0,1,4,88,4,6.57,46,81,57,5,1,3,5,5,C
20,0,2,3,1,6,0,3,1,60,1,9.51,87,97,52,4,3,1,5,4,A
15,1,3,2,1,9,1,4,2,77,2,6.14,50,56,82,4,3,5,3,5,A
15,1,3,1,2,8,0,2,2,79,5,5.95,50,86,40,5,5,5,5,5,B
17,0,0,1,2,3,0,5,3,93,5,7.59,62,47,77,2,2,2,2,4,B
20,1,3,3,3,6,0,2,2,87,5,8.36,70,79,60,3,2,5,4,1,A
19,0,3,2,3,9,0,2,5,94,3,5.22,83,79,73,5,2,3,2,2,B
21,1,2,2,3,9,1,3,2,75,3,6.11,84,69,52,5,1,2,3,3,B
21,0,0,3,2,0,0,4,5,80,4,7.28,47,49,84,4,2,1,4,5,B
21,0,2,3,3,3,0,4,5,72,4,6.66,95,59,90,1,5,4,5,1,C
17,1,0,2,3,1,1,2,1,94,3,8.56,71,84,80,1,5,3,4,3,A
21,1,2,1,2,8,1,4,2,91,5,7.56,87,55,90,1,1,1,3,5,A
18,0,2,4,3,4,0,3,1,97,3,5.8,60,80,62,4,2,2,5,3,C
16,1,1,1,2,2,0,3,5,65,1,9.47,70,55,40,1,4,4,1,4,C
21,1,3,3,2,3,0,5,2,97,5,6.46,40,81,62,5,4,1,2,1,A
16,1,0,2,1,5,0,4,2,97,3,8.66,52,42,96,2,3,3,2,1,C
15,0,3,2,1,9,1,5,1,72,4,8.9,50,62,67,2,1,2,3,2,B
21,0,1,4,2,0,1,1,1,98,3,9.82,68,61,98,2,4,3,3,2,A
19,0,0,2,2,6,1,3,5,72,2,7.49,43,96,71,1,3,3,2,3,B
20,1,1,4,1,7,0,2,5,71,3,8.08,75,67,47,2,5,2,4,4,A
20,1,3,1,3,6,0,3,2,92,5,6.67,54,85,94,1,3,5,1,3,A
15,0,2,1,3,6,1,1,2,87,3,8.39,98,84,65,5,2,3,1,5,A
18,0,1,2,3,8,0,2,4,62,4,7.32,42,75,53,5,2,2,3,1,B
17,1,1,2,2,3,1,4,4,77,1,7.19,95,43,63,4,5,3,3,3,C
17,1,2,3,1,6,1,4,3,85,2,9.28,90,77,87,4,1,5,4,3,B
19,1,3,3,3,8,1,3,5,99,5,5.25,68,63,68,3,2,2,3,1,B
15,1,1,2,1,4,1,2,3,61,4,9.41,60,58,43,5,2,1,1,1,B
15,0,3,2,1,1,1,2,3,63,2,9.26,41,50,57,1,3,1,2,2,B
18,1,2,1,2,4,1,5,1,87,3,7.53,45,79,53,3,3,1,1,2,C
21,1,0,2,3,3,1,1,1,87,2,7.45,70,85,66,5,3,4,4,1,B
17,0,1,3,1,7,0,4,4,84,1,6.81,93,79,80,1,4,3,2,3,B
21,0,3,1,2,4,1,3,3,85,2,9.97,63,85,86,5,5,3,2,5,B
